time,station,PM2_5,PM10,NO2,CO,O3,SO2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,RAIN
2019-03-11,1001,180.0,34.0,10.0,3.0,33.0,1.0,2,12.33,0.0,60.83,7.65,1,234.92,2019,3,11,180.0,1,0,1,3,1,0,1,3,-2.9634205524872974,-1.7787192115731751,-2.9634205524872974,-1.7787192115731751,-2.9634205524872974,-1.7787192115731751,0
2019-03-12,1001,53.0,22.0,4.0,1.0,31.0,1.0,2,12.55,0.0,64.38,7.73,1,213.88,2019,3,12,53.0,2,1,3,9,2,1,3,9,3.9226077375089736,2.4560128094560407,3.9226077375089736,2.4560128094560407,3.9226077375089736,2.4560128094560407,0
2019-03-13,1001,24.0,23.0,10.0,2.0,32.0,1.0,2,14.61,0.0,64.5,6.1,1,212.12,2019,3,13,32.0,0,2,2,2,0,2,2,2,7.733050590386407,-1.3254035048639168,7.733050590386407,-1.3254035048639168,7.733050590386407,-1.3254035048639168,0
2019-03-14,1001,28.0,27.0,10.0,1.0,32.0,1.0,2,15.77,0.0,63.92,6.38,1,175.96,2019,3,14,32.0,1,0,5,3,1,0,5,3,-2.847294859585622,-2.438358422412377,-2.847294859585622,-2.438358422412377,-2.847294859585622,-2.438358422412377,0
2019-03-15,1001,26.0,43.0,5.0,1.0,32.0,1.4,2,15.84,0.0,61.62,8.21,1,194.5,2019,3,15,43.0,0,2,2,2,0,2,2,2,4.842979009485773,-2.5120979371686234,4.842979009485773,-2.5120979371686234,4.842979009485773,-2.5120979371686234,0
2019-03-16,1001,37.0,53.0,19.0,4.0,30.0,2.0,2,14.58,0.0,62.12,9.22,1,206.12,2019,3,16,53.0,0,2,2,2,0,2,2,2,10.104860021318927,-4.6852154342010435,10.104860021318927,-4.6852154342010435,10.104860021318927,-4.6852154342010435,0
2019-03-17,1001,76.0,69.0,25.0,6.0,46.0,4.0,2,16.12,0.0,46.83,8.25,1,223.96,2019,3,17,76.0,1,0,5,5,1,0,5,5,0.6396538920513549,-3.802591924886048,0.6396538920513549,-3.802591924886048,0.6396538920513549,-3.802591924886048,0
2019-03-18,1001,126.0,95.0,35.0,8.0,51.0,4.0,2,14.86,0.0,55.17,7.86,1,200.62,2019,3,18,126.0,0,2,2,9,0,2,2,9,5.955027239287572,-0.7811086198453477,5.955027239287572,-0.7811086198453477,5.955027239287572,-0.7811086198453477,0
2019-03-19,1001,172.0,111.0,41.0,9.0,59.0,4.0,2,13.23,0.0,58.21,7.93,1,222.75,2019,3,19,172.0,1,0,5,5,1,0,5,5,-0.7901517096133092,-3.7360653100467482,-0.7901517096133092,-3.7360653100467482,-0.7901517096133092,-3.7360653100467482,0
2019-03-20,1001,187.0,76.0,20.0,6.0,31.0,2.0,2,11.44,0.0,73.96,7.86,1,216.83,2019,3,20,187.0,0,2,2,2,0,2,2,2,4.152445243715885,-3.1818758908277505,4.152445243715885,-3.1818758908277505,4.152445243715885,-3.1818758908277505,0
2019-03-21,1001,145.0,23.0,4.0,1.0,34.0,1.0,2,14.03,0.0,52.38,8.82,1,229.46,2019,3,21,145.0,1,0,5,5,1,0,5,5,0.46646343571236776,-4.579506170439194,0.46646343571236776,-4.579506170439194,0.46646343571236776,-4.579506170439194,0
2019-03-22,1001,23.0,26.0,9.0,1.0,34.0,1.0,2,13.99,0.0,58.83,8.41,1,220.21,2019,3,22,34.0,1,0,1,3,1,0,1,3,-1.1284773263671841,-1.5022900282239398,-1.1284773263671841,-1.5022900282239398,-1.1284773263671841,-1.5022900282239398,0
2019-03-23,1001,24.0,27.0,3.0,2.0,33.0,1.0,2,13.58,0.0,62.58,8.21,1,205.12,2019,3,23,33.0,1,0,5,5,1,0,5,5,-1.1547059221580929,-2.0305341472791376,-1.1547059221580929,-2.0305341472791376,-1.1547059221580929,-2.0305341472791376,0
2019-03-24,1001,38.0,66.0,19.0,3.0,33.0,3.0,2,14.79,0.0,56.88,9.0,1,219.12,2019,3,24,66.0,1,0,5,1,1,0,5,1,-4.68592037537945,-1.5697156670464465,-4.68592037537945,-1.5697156670464465,-4.68592037537945,-1.5697156670464465,0
2019-03-25,1001,101.0,49.0,20.0,4.0,39.0,1.0,2,17.1,0.0,43.88,7.63,1,220.54,2019,3,25,101.0,0,2,2,7,0,2,2,7,8.064440769345483,-2.4428923522228376,8.064440769345483,-2.4428923522228376,8.064440769345483,-2.4428923522228376,0
